Pregunta|Intencion|Intencion_cat_label|Intencion_encoded
pagar celular|Cat_132|132|32
me llego a mi domicilio la tarjeta de credito visa como hago para activarla o directamente puedo usarla|Cat_301|301|218
no puedo utilizar la tarjeta me salia que estaba denegada|Cat_286|286|200
quiero recibir dinero del extranjero|Cat_32|32|238
bajo cuenta online|Cat_41|41|288
quiero hacer pago por internet|Cat_132|132|32
funciona debitos automaticos tarjeta|Cat_106|106|9
los autoservicios están abiertos las hs?|Cat_91|91|343
no puedo pagar ninguna cosa x home bankin que hago|Cat_117|117|18
los fondos comunes de inversion estan teniendo tope para el rescate??|Cat_172|172|76
puedo sacar las lebacs?|Cat_163|163|66
di de baja un servicio de la agenda de pagos y sigue apareciendo|Cat_129|129|28
no puedo abrir home banking|Cat_117|117|18
están mal los datos de mi póliza  cómo hago para modificarlos?|Cat_267|267|180
tarjeta debitar algun costo fijo mensual|Cat_96|96|348
me gustaría que me envíen el resumen de cuenta|Cat_138|138|38
tendra cargos adicionales recibir una transferencia del exterior?|Cat_31|31|227
a cuanto me toman el dolar?|Cat_166|166|69
a jubilados les dan préstamos?|Cat_234|234|144
necesito modificar monto estraccion efectivo cajero automatico|Cat_287|287|201
consultar llegar plasticos tarjeta debito credito|Cat_293|293|208
quiero comunicarme con mi oficial de cuenta pero no sé cómo contactarme con él|Cat_126|126|25
descontar desconocer|Cat_115|115|17
quiero averiguar debito automatico|Cat_87|87|338
mail de contacto con el banco?|Cat_29|29|204
reclamar extension tajreta no llegar|Cat_293|293|208
tenía unas acciones de carboclor y queria suscribir los cupones|Cat_151|151|53
tengo un plazo fijo tradicional en dolares que vence en diciembre puedo anularlo?|Cat_182|182|87
cuales son los locales adheridos de marcas|Cat_311|311|229
solicitar la tarjeta de credito visa|Cat_337|337|257
sos una inteligencia artificial|Cat_26|26|172
por que en mi agenda de pagos aparece una factura que pagué por otro medio?|Cat_93|93|345
pagar imponer online banking|Cat_132|132|32
te consulto porque me han robado ayer  ya hice la denuncia en la policía y queria hacer la denuncia con ustedes|Cat_265|265|178
comision por renovacion|Cat_340|340|261
avisa usar tarjeta debitar no poder|Cat_289|289|203
queria consultar sobre un credito uva|Cat_225|225|134
que necesito para sacar un superprestamo ?|Cat_248|248|159
puedo depositar la plata en un cajero para pagar la tarjeta?|Cat_342|342|263
mi tarjeta de débito se venció en agosto y ya estamos en septiembre y no a llegado como ago?|Cat_316|316|234
quiero saber mas sobre la tarjeta nova|Cat_306|306|223
como es un cred para la compra de un usado|Cat_225|225|134
quiero saber si tengo algun deuda para pagar con el banco santander|Cat_99|99|351
no soy cliente igual se otorga ccredito personal|Cat_248|248|159
es para solicitar la tarjeta visa|Cat_337|337|257
atencion telefonica select|Cat_147|147|48
cuanto es el tiempo desde que comienzo los tramites de un préstamo hipotecario hasta su otorgamiento?|Cat_243|243|154
no me incluyan en estos seguros que no solicité nunca|Cat_264|264|177
me llego la alerta de que mañana con sorpresa santander hay un descuento me podrías confirmar si la página de internet esta adherida a la promo?|Cat_311|311|229
tengo una tarjeta hace mucho tiempo pero nose si está vigente ya que nunca realice movimientos con ella?|Cat_301|301|218
quiero adherir al debito automatico en mi cuenta|Cat_132|132|32
como solicitar atrjeta|Cat_337|337|257
año caja ahorrar convenio universia casar estar cerrar reactivarla|Cat_61|61|310
necesitaría realizar un reclamo por un premio de superclub que estoy esperando hace rato y no me llegue|Cat_326|326|245
como puedo abrir una cuenta en el banco|Cat_39|39|285
me decís los requisitos para armar un plazo fijo?|Cat_183|183|88
aadvantage|Cat_277|277|191
taza de interez para plazos fijo|Cat_183|183|88
hice una compra y me apareción dos veces  una como compras pendientes.|Cat_343|343|264
necesito reponer una tarjeta dañada|Cat_316|316|234
cuanto pagar tarjeta|Cat_342|342|263
me decís el numero de guia de reposición tarjeta de debito|Cat_293|293|208
¿puedo pagar por adelantado cuotas del préstamo personal?|Cat_246|246|157
gustaria pagar adeudo|Cat_192|192|98
fecha de entrega y retiro de nuevas tarjetas|Cat_293|293|208
queria cobrar una licencia|Cat_37|37|283
querer ver estado enviar tarjeta priority|Cat_293|293|208
tendría que recibir mi tarjeta de debito donde se encuentra?|Cat_293|293|208
que requisitos debe reunir la vivienda|Cat_211|211|119
cuanto tiempo tarda desde que me otorgan el préstamo hipotecario hasta finalizar el proceso?|Cat_243|243|154
llegar mail importar pagar tarjeta visa saldar|Cat_112|112|15
incrementar monto extraer cajero|Cat_287|287|201
por reintegro de bonificacion por comprar en pintureria|Cat_312|312|230
puedo hipotecar una vivienda prefabricada?|Cat_214|214|122
cómo se hace el pago del seguro|Cat_269|269|182
para tener un seguro con ustedes. tengo que tener cuenta?|Cat_261|261|174
cuales son los requisitos para el prestamo?|Cat_248|248|159
en mi cuenta titulos tengo problema con fondo comun de inversion|Cat_172|172|76
los gastos de escribania se debitan del préstamo hipotecario?|Cat_210|210|118
cobro jubilacion tarjeta|Cat_337|337|257
me das un ejemplo de super prestamo por cuanto se pagaria por mes|Cat_251|251|163
no hay un asistente real para atender mi consulta?|Cat_29|29|204
que necesito para acceder a un préstamo hipotecario|Cat_248|248|159
pero se corto internet y se vencio la sesion|Cat_0|0|0
querer discutir consumo dudoso tarjeta credito visa|Cat_112|112|15
reintegro pago servicio|Cat_312|312|230
queria consultarte si se puede cancelar una transferencia que hice hace unos instantes|Cat_82|82|333
es posible ver el lí¬≠mite de compra?|Cat_303|303|220
quiero hacer el cierre de mi cuenta|Cat_41|41|288
quiero la devolución de los puntos de un canje que no se realizo|Cat_331|331|251
puedo pagar un impuesto con mi tarjeta?|Cat_132|132|32
pedí que me enviaran una tarjeta priority pass y todavía no llegue.|Cat_293|293|208
nunca recibí la tarjeta de debito|Cat_293|293|208
puedo acceder al préstamo hipotecario si abrí la cuenta solo hace un par de meses?|Cat_220|220|129
me otorgaron bonificacion del mantenimiento por antigí¬≠¬≠¬≠¬≠¬ºedad y sin embargo me lo están cobrando|Cat_90|90|342
como son los préstamos para compra de terrenos|Cat_228|228|137
saque un seguro para el vehículo de mi señora  el auto está a nombre de ella pero el seguro quedó a mi nombre ¿hay algún inconveniente?|Cat_265|265|178
estoy buscando inscribirme en el programa de jovenes profesionales|Cat_358|358|280
formulario tarjeta santander rio universidad|Cat_359|359|281
me enviaron un mail donde me dicen que tengo los beneficios como accedo|Cat_311|311|229
necesito por favor cambiar la direccion de correo para los resumenes de tarjeta|Cat_103|103|6
estoy teniendo inconvenientes para realizar una transferencia a un destinatario ya agendado  aparece un error.|Cat_80|80|331
necesito numero telefono homebanking|Cat_147|147|48
tienen alguna casilla de mail para enviar una inquietud?|Cat_29|29|204
como puedo realizar el stop debit de un debito automatico|Cat_145|145|46
cual es mi banco intermediario|Cat_32|32|238
hice la denuncia de que me han robado la cartera y me han dicho que me iban a mandar un correo y no me han mandado nada.|Cat_270|270|184
cuanto seria la cuota? si el prestamo es de ?|Cat_251|251|163
llene el formulario y donde dice que deslice a la derecha no se puede|Cat_4|4|286
no llegue la transferencia a estados unidos|Cat_35|35|271
olvidar nombre usario entrar|Cat_1|1|1
generar clave nombre usuario lograr terminar|Cat_1|1|1
depositar cheque a mi nombre librado en otro banco|Cat_110|110|14
presentar sumar titular|Cat_38|38|284
me dijeron que me enviaban ustedes el pin|Cat_288|288|202
nececitaria el resumen anterior|Cat_138|138|38
donde puedo consultar mis movimientos de cuenta?|Cat_50|50|298
quiero dar de baja adicionales|Cat_338|338|258
figura saldo negativo corriente pagarlo|Cat_56|56|304
es necesario tener una cuenta título para invertir?|Cat_169|169|72
quiero pedir la tarjeta de forma online y cuando lleno el formulario no corre el cursor de desbloqueo final|Cat_4|4|286
requisitos para solicitud de prestamos|Cat_248|248|159
cargo tarjeta credito|Cat_355|355|277
me ayudás a terminar un canje? no puedo hacerlo de manera electrónica.|Cat_328|328|247
no llegue el producto que yo queria  es distinto|Cat_329|329|248
cliente banco nacion quiero pasar banco|Cat_39|39|285
por movimientos de sircreb que son y por que me los descuentan?|Cat_122|122|22
quisiera comprar dolares cómo hago?|Cat_166|166|69
quiero agrandar mi margen diario|Cat_302|302|219
que me cubre el seguro de cartera?|Cat_265|265|178
perdí la chequera|Cat_48|48|295
quiero comunicarme pagar deuda tarjeta visa|Cat_192|192|98
quiero saber como puedo ver el resumen de mi tarjeta online|Cat_138|138|38
cuentas jubilados|Cat_63|63|312
deseo dar de baja mis seguros. cual es el tramite a realizar|Cat_262|262|175
si es un seguro de accidentes personales que tipo de accidente cubre?|Cat_265|265|178
te consulto como puedo abonar mas cuotas de mi prestamo?|Cat_246|246|157
que pasó que no me devolvieron el iva?|Cat_58|58|306
quiero saber que tengo que presentar para el seguro de una computadora y un telev que se dañaron|Cat_265|265|178
quiero saber saldos de mis cuentas|Cat_50|50|298
quiero hacer una transferencia del exterior|Cat_32|32|238
abone erróneamente una cantidad de dinero en una de las tarjetas|Cat_350|350|272
necesito aumentar la cantidad de plata que puedo extraer del cajero.|Cat_287|287|201
el domingo extravié la tarjeta|Cat_294|294|209
pagar tarjeta autoservicio|Cat_342|342|263
quiero pedir un upgrade de mi cuenta|Cat_86|86|337
me figura saldo negativo en cuenta corriente en pesos como hago para pagarlo?|Cat_56|56|304
sos el o ella|Cat_27|27|183
querer saldar total deber tarjeta|Cat_342|342|263
saber cupo tarjeta|Cat_303|303|220
telefono tarjeta mastercard|Cat_147|147|48
tengo un cheque para cobrar.|Cat_49|49|296
pagar página|Cat_129|129|28
que pasa con el home??|Cat_117|117|18
¿es necesario dar de alta la tarjeta una vez que tengo la tarjeta?|Cat_301|301|218
la cuota es fija en hipotecarios?|Cat_258|258|170
quiero canjear por credito a mi tarjeta|Cat_322|322|241
como ir a la parte de licitaciones?|Cat_157|157|59
comisión girar descubierto|Cat_56|56|304
cuanto es el costo por recibir transferencias del exterior?|Cat_31|31|227
para habilitar un pago con la tarjeta visa|Cat_283|283|197
donde debo llamar cuando me roban en mi casa|Cat_265|265|178
te hago un reclamo porque acá el producto que pedí nunca llegue|Cat_326|326|245
quiero pagar el total de min de un open credit|Cat_199|199|105
cómo puedo hacer para que el límite de descubierto de mi cta cte. sea mas alto?|Cat_57|57|305
de mi cuenta tengo un debito de una alicuota de arba|Cat_122|122|22
quiero un posnet|Cat_71|71|321
querer clave vencio|Cat_1|1|1
queria dar de baja un seguro que esta en mi tarjeta de credito|Cat_262|262|175
me autorizás mi tarjeta para viaje|Cat_304|304|221
retiros desde cajeros sin tarjeta|Cat_295|295|210
no soy cliente quiero obtenr un prestamos|Cat_248|248|159
comisión operación precio|Cat_96|96|348
necesito descargar los movimientos de todo el en la cuenta corriente voy a resumen de cuenta y no me aparece para seleccionar los meses|Cat_138|138|38
quiero contratar el seguro de celular|Cat_261|261|174
quisiera averiguar por un credito prendario uva|Cat_225|225|134
como pago deuda credito prendario|Cat_192|192|98
utilizar visa debitar exterior|Cat_289|289|203
monto pagar tarjeta|Cat_342|342|263
eliminar cuenta homebanking|Cat_41|41|288
de que te puedo preguntar?|Cat_16|16|62
no se pagó una factura de telefónica  adherida a debito automatico american express.|Cat_129|129|28
no quiero advantage|Cat_299|299|214
el cajero no me dio la plata pero me hizo el debito de la cuenta|Cat_297|297|212
que es este seguro de vida saldo deudor|Cat_319|319|237
queria saber que límite tienen mis dos tarjetas en dolares para pago en el exterior.|Cat_303|303|220
quien es el ganador del mes. como me entero|Cat_144|144|45
imposible generar clave internet|Cat_1|1|1
queria saber si yo abono el saldo pendiente puedo volver a utilizar mi tarjeta?|Cat_279|279|193
cuanto me sale mantenimiento mi cuenta|Cat_96|96|348
me vino tarjeta con nombre incorrecto|Cat_315|315|233
¿existe un límite de plata para hacer un deposito?|Cat_110|110|14
vendí lebacs y todavia no se si validaron lo orden|Cat_167|167|70
cajero de acreditacion inmediata|Cat_110|110|14
quiero pagar mi tarjeta del hipotecario mediante mi tarjeta de debito del santander|Cat_132|132|32
necesito asistencia domiciliaria urgente|Cat_265|265|178
quisiera saber como pedir la tarjeta nova|Cat_306|306|223
me podrían decir si hay una transferencia emitida desde el exterior a mi nombre|Cat_33|33|249
cual es el valor de la cuota para un prestamos hipotecarios de a meses|Cat_251|251|163
tengo una póliza de seguros y me falta televisor la notebook y un dinero.|Cat_265|265|178
cuando se van a acreditar los sueldos que se depositaron hoy?|Cat_62|62|311
olvidar contraseña pedirla|Cat_1|1|1
bajo tarjeta debitar|Cat_41|41|288
limite retirar dinero|Cat_303|303|220
como tengo que hacer para canjear millas?|Cat_273|273|187
necesito hacer un reclamo sobre una devolucion no acreditada en mi cuenta|Cat_312|312|230
hace poco que tengo trabajo y quiero solicitar el préstamo hipotecario puedo hacerlo?|Cat_248|248|159
beneficio pintureria|Cat_311|311|229
y para activar la de debito?|Cat_301|301|218
para averiguar sobre los prestamos para comprar un lote|Cat_228|228|137
necesito saber el cierre de mi tarjeta|Cat_341|341|262
por que me mandan una tarjeta si yo no la pedí?|Cat_310|310|228
por que no se realizaron los debitos automaticos de mis servicios adheridos?|Cat_129|129|28
me gustaria obtener la tarjeta de credito de la uade|Cat_359|359|281
quiero pagar deuda tarjeta credito|Cat_192|192|98
que elementos se toman en cuanta para poder definir el monto del prestamo hipotecario?|Cat_251|251|163
no veo la bonificación de las comisiones bancarias que me prometieron|Cat_90|90|342
quiero hacer un stop debit de un servicio adherido a mi tarjeta|Cat_145|145|46
se paga mantenimiento en la caja de ahorro|Cat_96|96|348
me robaron un celular  hice la denuncia al seguro y jamás me mandaron nada.|Cat_270|270|184
necesito mis últimos resumenes|Cat_138|138|38
solicitar caja ahorro|Cat_39|39|285
si pueden venir un técnico y solucionarme el problema q tengo con mi heladera|Cat_265|265|178
abrir pasaportar esperar cuil precaria|Cat_39|39|285
formulario para pagar una importacion|Cat_36|36|282
cuanto paga el santander por un plazo fijo de $ pesos a dias???|Cat_181|181|86
simulacro de prestamo|Cat_251|251|163
querer bajo cuenta debitar|Cat_41|41|288
realice canje de puntos no me entregaron el producto y no me devolvieron los puntos|Cat_326|326|245
rastreo de tarjeta|Cat_293|293|208
quiero.saber si puedo.sacar un prestamo|Cat_248|248|159
queria consultar a mi ya me llegue la tarjeta nueva pero la anterior aun sigue vigente es decir no venció‚äö¬¨√ö¬°¬¨í‚ç¨¬¶¬°¬¨‚ç¨≈°¬¨√≠‚ä¶¬°¬¨¬π|Cat_316|316|234
